"source","term_name","term_id","highlighted","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:CC","midbody","GO:0030496","true","5.56198657877896e-10","9.254770063434691","206","504","26","22097","ENSG00000134690,ENSG00000134222,ENSG00000066279,ENSG00000118193,ENSG00000117650,ENSG00000117724,ENSG00000170312,ENSG00000138182,ENSG00000138180,ENSG00000149503,ENSG00000161800,ENSG00000137807,ENSG00000198901,ENSG00000166851,ENSG00000171241,ENSG00000178999,ENSG00000076382,ENSG00000089685,ENSG00000087586,ENSG00000114346,ENSG00000138778,ENSG00000112984,ENSG00000198624,ENSG00000011426,ENSG00000185920,ENSG00000090889"
"GO:CC","microtubule organizing center","GO:0005815","false","7.307393837210288e-10","9.136237485412698","865","504","56","22097","ENSG00000127423,ENSG00000117399,ENSG00000142945,ENSG00000123473,ENSG00000183508,ENSG00000066279,ENSG00000117650,ENSG00000117724,ENSG00000170312,ENSG00000138182,ENSG00000138180,ENSG00000121621,ENSG00000188486,ENSG00000135476,ENSG00000123374,ENSG00000165480,ENSG00000139618,ENSG00000136108,ENSG00000126787,ENSG00000100629,ENSG00000185347,ENSG00000156970,ENSG00000128944,ENSG00000051180,ENSG00000157456,ENSG00000166803,ENSG00000137807,ENSG00000162062,ENSG00000162063,ENSG00000166851,ENSG00000178999,ENSG00000076382,ENSG00000131747,ENSG00000012048,ENSG00000080986,ENSG00000154839,ENSG00000150636,ENSG00000131351,ENSG00000075702,ENSG00000178295,ENSG00000169607,ENSG00000087586,ENSG00000093009,ENSG00000183963,ENSG00000129810,ENSG00000114346,ENSG00000013810,ENSG00000142731,ENSG00000134057,ENSG00000072571,ENSG00000040275,ENSG00000237649,ENSG00000128567,ENSG00000196584,ENSG00000129422,ENSG00000186638"
"GO:CC","centrosome","GO:0005813","false","1.3007748180473715e-9","8.885797879259947","726","504","50","22097","ENSG00000127423,ENSG00000117399,ENSG00000142945,ENSG00000123473,ENSG00000183508,ENSG00000066279,ENSG00000117650,ENSG00000117724,ENSG00000170312,ENSG00000138182,ENSG00000138180,ENSG00000121621,ENSG00000188486,ENSG00000135476,ENSG00000123374,ENSG00000165480,ENSG00000139618,ENSG00000136108,ENSG00000126787,ENSG00000100629,ENSG00000156970,ENSG00000128944,ENSG00000051180,ENSG00000157456,ENSG00000166803,ENSG00000137807,ENSG00000162063,ENSG00000166851,ENSG00000178999,ENSG00000076382,ENSG00000080986,ENSG00000154839,ENSG00000131351,ENSG00000075702,ENSG00000178295,ENSG00000169607,ENSG00000087586,ENSG00000093009,ENSG00000129810,ENSG00000114346,ENSG00000013810,ENSG00000142731,ENSG00000134057,ENSG00000072571,ENSG00000040275,ENSG00000237649,ENSG00000128567,ENSG00000196584,ENSG00000129422,ENSG00000186638"
"GO:CC","nuclear chromosome","GO:0000228","false","3.139384944285523e-9","8.503155428827178","222","504","26","22097","ENSG00000085840,ENSG00000143452,ENSG00000117650,ENSG00000065328,ENSG00000149503,ENSG00000188486,ENSG00000151503,ENSG00000139618,ENSG00000100479,ENSG00000198554,ENSG00000051180,ENSG00000166851,ENSG00000091651,ENSG00000131747,ENSG00000131470,ENSG00000012048,ENSG00000154920,ENSG00000089685,ENSG00000121152,ENSG00000093009,ENSG00000100297,ENSG00000113810,ENSG00000109805,ENSG00000146918,ENSG00000147536,ENSG00000104738"
"GO:CC","polymeric cytoskeletal fiber","GO:0099513","false","5.661074697281215e-8","7.247101114607895","807","504","50","22097","ENSG00000142945,ENSG00000134222,ENSG00000066279,ENSG00000118193,ENSG00000117650,ENSG00000170312,ENSG00000138182,ENSG00000138160,ENSG00000121621,ENSG00000149503,ENSG00000123416,ENSG00000167553,ENSG00000161800,ENSG00000139354,ENSG00000165480,ENSG00000136108,ENSG00000128944,ENSG00000137804,ENSG00000137807,ENSG00000198901,ENSG00000118898,ENSG00000166851,ENSG00000079616,ENSG00000178999,ENSG00000076382,ENSG00000221852,ENSG00000131737,ENSG00000171346,ENSG00000186185,ENSG00000167861,ENSG00000089685,ENSG00000154839,ENSG00000176619,ENSG00000131351,ENSG00000153094,ENSG00000125864,ENSG00000088325,ENSG00000087586,ENSG00000157601,ENSG00000183963,ENSG00000075218,ENSG00000138778,ENSG00000113368,ENSG00000112984,ENSG00000237649,ENSG00000129422,ENSG00000186638,ENSG00000169071,ENSG00000188229,ENSG00000090889"
"GO:CC","supramolecular polymer","GO:0099081","false","8.540590741951421e-8","7.068512088667354","1062","504","59","22097","ENSG00000171793,ENSG00000142945,ENSG00000134222,ENSG00000066279,ENSG00000118193,ENSG00000117650,ENSG00000170312,ENSG00000138347,ENSG00000138182,ENSG00000138160,ENSG00000121621,ENSG00000149503,ENSG00000123416,ENSG00000167553,ENSG00000161800,ENSG00000139354,ENSG00000165480,ENSG00000136108,ENSG00000054654,ENSG00000128944,ENSG00000137804,ENSG00000137807,ENSG00000198901,ENSG00000118898,ENSG00000166851,ENSG00000079616,ENSG00000178999,ENSG00000166482,ENSG00000076382,ENSG00000221852,ENSG00000131737,ENSG00000171346,ENSG00000186185,ENSG00000167861,ENSG00000089685,ENSG00000154839,ENSG00000176619,ENSG00000131351,ENSG00000153094,ENSG00000239474,ENSG00000168542,ENSG00000125864,ENSG00000088325,ENSG00000087586,ENSG00000157601,ENSG00000183963,ENSG00000075218,ENSG00000145335,ENSG00000138778,ENSG00000113368,ENSG00000112984,ENSG00000237649,ENSG00000123500,ENSG00000129422,ENSG00000156804,ENSG00000186638,ENSG00000169071,ENSG00000188229,ENSG00000090889"
"GO:CC","supramolecular fiber","GO:0099512","false","1.763404148809141e-7","6.7536481417660434","1054","504","58","22097","ENSG00000171793,ENSG00000142945,ENSG00000134222,ENSG00000066279,ENSG00000118193,ENSG00000117650,ENSG00000170312,ENSG00000138347,ENSG00000138182,ENSG00000138160,ENSG00000121621,ENSG00000149503,ENSG00000123416,ENSG00000167553,ENSG00000161800,ENSG00000139354,ENSG00000165480,ENSG00000136108,ENSG00000054654,ENSG00000128944,ENSG00000137804,ENSG00000137807,ENSG00000198901,ENSG00000118898,ENSG00000166851,ENSG00000079616,ENSG00000178999,ENSG00000166482,ENSG00000076382,ENSG00000221852,ENSG00000131737,ENSG00000171346,ENSG00000186185,ENSG00000167861,ENSG00000089685,ENSG00000154839,ENSG00000176619,ENSG00000131351,ENSG00000153094,ENSG00000239474,ENSG00000168542,ENSG00000125864,ENSG00000088325,ENSG00000087586,ENSG00000157601,ENSG00000183963,ENSG00000075218,ENSG00000145335,ENSG00000138778,ENSG00000113368,ENSG00000112984,ENSG00000237649,ENSG00000129422,ENSG00000156804,ENSG00000186638,ENSG00000169071,ENSG00000188229,ENSG00000090889"
"GO:CC","microtubule associated complex","GO:0005875","false","0.0000014294007587336055","5.8448459917089455","159","504","19","22097","ENSG00000134690,ENSG00000142945,ENSG00000157193,ENSG00000152760,ENSG00000118193,ENSG00000138182,ENSG00000138160,ENSG00000121621,ENSG00000149503,ENSG00000137807,ENSG00000079616,ENSG00000178999,ENSG00000186185,ENSG00000089685,ENSG00000131351,ENSG00000087586,ENSG00000112984,ENSG00000237649,ENSG00000090889"
"GO:CC","condensed nuclear chromosome","GO:0000794","false","0.0000015284308519785518","5.815754204490035","82","504","14","22097","ENSG00000143452,ENSG00000117650,ENSG00000149503,ENSG00000188486,ENSG00000151503,ENSG00000139618,ENSG00000051180,ENSG00000166851,ENSG00000131470,ENSG00000012048,ENSG00000121152,ENSG00000113810,ENSG00000109805,ENSG00000146918"
"GO:CC","spindle microtubule","GO:0005876","false","0.00000180062817348088","5.74457595896127","83","504","14","22097","ENSG00000134222,ENSG00000170312,ENSG00000138160,ENSG00000121621,ENSG00000165480,ENSG00000198901,ENSG00000166851,ENSG00000178999,ENSG00000186185,ENSG00000154839,ENSG00000131351,ENSG00000087586,ENSG00000138778,ENSG00000090889"
"GO:CC","nuclear lumen","GO:0031981","false","0.000007475462775882636","5.126361916743854","5521","504","181","22097","ENSG00000007968,ENSG00000117318,ENSG00000092853,ENSG00000134690,ENSG00000117399,ENSG00000085999,ENSG00000123473,ENSG00000085840,ENSG00000097046,ENSG00000134222,ENSG00000183508,ENSG00000183598,ENSG00000203811,ENSG00000203852,ENSG00000143452,ENSG00000160818,ENSG00000143228,ENSG00000077152,ENSG00000117650,ENSG00000117724,ENSG00000174371,ENSG00000162722,ENSG00000065328,ENSG00000122952,ENSG00000170312,ENSG00000138347,ENSG00000138182,ENSG00000148773,ENSG00000166833,ENSG00000166793,ENSG00000168496,ENSG00000149503,ENSG00000146670,ENSG00000175592,ENSG00000131620,ENSG00000054967,ENSG00000188486,ENSG00000110002,ENSG00000151503,ENSG00000111206,ENSG00000087494,ENSG00000161800,ENSG00000184271,ENSG00000123374,ENSG00000139618,ENSG00000151322,ENSG00000100479,ENSG00000198554,ENSG00000054654,ENSG00000126215,ENSG00000170779,ENSG00000137812,ENSG00000051180,ENSG00000104147,ENSG00000137804,ENSG00000166803,ENSG00000128973,ENSG00000137807,ENSG00000140534,ENSG00000140525,ENSG00000198901,ENSG00000127564,ENSG00000167191,ENSG00000005189,ENSG00000166851,ENSG00000079616,ENSG00000091651,ENSG00000103005,ENSG00000166451,ENSG00000167513,ENSG00000187741,ENSG00000129195,ENSG00000178999,ENSG00000065320,ENSG00000076382,ENSG00000131747,ENSG00000131470,ENSG00000012048,ENSG00000161692,ENSG00000186185,ENSG00000154920,ENSG00000136492,ENSG00000182481,ENSG00000154262,ENSG00000108984,ENSG00000089685,ENSG00000080986,ENSG00000134769,ENSG00000176619,ENSG00000276043,ENSG00000129355,ENSG00000161888,ENSG00000213999,ENSG00000105193,ENSG00000108106,ENSG00000178295,ENSG00000115163,ENSG00000168874,ENSG00000121152,ENSG00000169679,ENSG00000115919,ENSG00000153234,ENSG00000239474,ENSG00000144354,ENSG00000163535,ENSG00000123485,ENSG00000125885,ENSG00000125968,ENSG00000088325,ENSG00000175063,ENSG00000087586,ENSG00000093009,ENSG00000100297,ENSG00000100162,ENSG00000075218,ENSG00000144554,ENSG00000129810,ENSG00000151090,ENSG00000163815,ENSG00000164045,ENSG00000183763,ENSG00000144730,ENSG00000044524,ENSG00000051341,ENSG00000113810,ENSG00000114346,ENSG00000163918,ENSG00000114315,ENSG00000109805,ENSG00000248144,ENSG00000196616,ENSG00000164109,ENSG00000145386,ENSG00000142731,ENSG00000164104,ENSG00000109674,ENSG00000123219,ENSG00000134057,ENSG00000153044,ENSG00000113368,ENSG00000158402,ENSG00000112984,ENSG00000112312,ENSG00000124610,ENSG00000286522,ENSG00000277224,ENSG00000277775,ENSG00000273983,ENSG00000278588,ENSG00000233822,ENSG00000184357,ENSG00000275126,ENSG00000274641,ENSG00000010030,ENSG00000203760,ENSG00000112029,ENSG00000011426,ENSG00000006634,ENSG00000128567,ENSG00000106462,ENSG00000196584,ENSG00000146918,ENSG00000129422,ENSG00000168453,ENSG00000179388,ENSG00000184661,ENSG00000171320,ENSG00000176907,ENSG00000147536,ENSG00000104738,ENSG00000185697,ENSG00000156804,ENSG00000160957,ENSG00000165272,ENSG00000198963,ENSG00000165244,ENSG00000186193,ENSG00000181544,ENSG00000090889,ENSG00000102384,ENSG00000155962"
"GO:CC","intracellular organelle lumen","GO:0070013","false","0.000010163272500076437","4.9929664298584","6657","504","209","22097","ENSG00000007968,ENSG00000117318,ENSG00000092853,ENSG00000134690,ENSG00000049089,ENSG00000117399,ENSG00000085999,ENSG00000123473,ENSG00000085840,ENSG00000097046,ENSG00000134222,ENSG00000183508,ENSG00000116882,ENSG00000183598,ENSG00000203811,ENSG00000203852,ENSG00000143452,ENSG00000160818,ENSG00000143228,ENSG00000077152,ENSG00000117650,ENSG00000117724,ENSG00000174371,ENSG00000162722,ENSG00000065328,ENSG00000122952,ENSG00000170312,ENSG00000138347,ENSG00000138182,ENSG00000065618,ENSG00000148773,ENSG00000166833,ENSG00000166793,ENSG00000168496,ENSG00000149503,ENSG00000146670,ENSG00000175592,ENSG00000131620,ENSG00000054967,ENSG00000170962,ENSG00000188486,ENSG00000110002,ENSG00000151503,ENSG00000111206,ENSG00000087494,ENSG00000161800,ENSG00000184271,ENSG00000123374,ENSG00000139618,ENSG00000198805,ENSG00000151322,ENSG00000100479,ENSG00000198554,ENSG00000054654,ENSG00000126215,ENSG00000170779,ENSG00000137812,ENSG00000051180,ENSG00000104147,ENSG00000137804,ENSG00000166035,ENSG00000166803,ENSG00000128973,ENSG00000137807,ENSG00000140534,ENSG00000140525,ENSG00000198901,ENSG00000127564,ENSG00000167191,ENSG00000005189,ENSG00000166851,ENSG00000079616,ENSG00000091651,ENSG00000103005,ENSG00000166451,ENSG00000167513,ENSG00000187741,ENSG00000129195,ENSG00000178999,ENSG00000065320,ENSG00000076382,ENSG00000131747,ENSG00000131470,ENSG00000012048,ENSG00000161692,ENSG00000186185,ENSG00000154920,ENSG00000136492,ENSG00000182481,ENSG00000154262,ENSG00000108984,ENSG00000141337,ENSG00000089685,ENSG00000080986,ENSG00000134769,ENSG00000176619,ENSG00000276043,ENSG00000129355,ENSG00000161888,ENSG00000213999,ENSG00000105193,ENSG00000108106,ENSG00000178295,ENSG00000115163,ENSG00000168874,ENSG00000121152,ENSG00000169679,ENSG00000115919,ENSG00000153234,ENSG00000239474,ENSG00000144354,ENSG00000168542,ENSG00000163535,ENSG00000115461,ENSG00000171951,ENSG00000123485,ENSG00000125885,ENSG00000154930,ENSG00000125968,ENSG00000088325,ENSG00000175063,ENSG00000087586,ENSG00000093009,ENSG00000099953,ENSG00000100297,ENSG00000100162,ENSG00000075218,ENSG00000144554,ENSG00000129810,ENSG00000151090,ENSG00000163815,ENSG00000164045,ENSG00000183763,ENSG00000144730,ENSG00000044524,ENSG00000051341,ENSG00000047457,ENSG00000113810,ENSG00000114346,ENSG00000163918,ENSG00000114315,ENSG00000109805,ENSG00000248144,ENSG00000196616,ENSG00000164109,ENSG00000145386,ENSG00000142731,ENSG00000164104,ENSG00000109674,ENSG00000250722,ENSG00000123219,ENSG00000134057,ENSG00000153044,ENSG00000113368,ENSG00000158402,ENSG00000112984,ENSG00000112312,ENSG00000124610,ENSG00000286522,ENSG00000277224,ENSG00000277775,ENSG00000273983,ENSG00000278588,ENSG00000233822,ENSG00000184357,ENSG00000275126,ENSG00000274641,ENSG00000204228,ENSG00000010030,ENSG00000123500,ENSG00000203760,ENSG00000112029,ENSG00000011426,ENSG00000127951,ENSG00000019991,ENSG00000006634,ENSG00000004799,ENSG00000106366,ENSG00000128567,ENSG00000106462,ENSG00000196584,ENSG00000146918,ENSG00000129422,ENSG00000168453,ENSG00000179388,ENSG00000184661,ENSG00000120915,ENSG00000171320,ENSG00000147465,ENSG00000176907,ENSG00000147536,ENSG00000104738,ENSG00000185697,ENSG00000187955,ENSG00000156804,ENSG00000160957,ENSG00000165272,ENSG00000198963,ENSG00000106809,ENSG00000127083,ENSG00000165244,ENSG00000136943,ENSG00000186193,ENSG00000188229,ENSG00000181544,ENSG00000165197,ENSG00000090889,ENSG00000102384,ENSG00000155962"
"GO:CC","organelle lumen","GO:0043233","false","0.000010163272500076437","4.9929664298584","6657","504","209","22097","ENSG00000007968,ENSG00000117318,ENSG00000092853,ENSG00000134690,ENSG00000049089,ENSG00000117399,ENSG00000085999,ENSG00000123473,ENSG00000085840,ENSG00000097046,ENSG00000134222,ENSG00000183508,ENSG00000116882,ENSG00000183598,ENSG00000203811,ENSG00000203852,ENSG00000143452,ENSG00000160818,ENSG00000143228,ENSG00000077152,ENSG00000117650,ENSG00000117724,ENSG00000174371,ENSG00000162722,ENSG00000065328,ENSG00000122952,ENSG00000170312,ENSG00000138347,ENSG00000138182,ENSG00000065618,ENSG00000148773,ENSG00000166833,ENSG00000166793,ENSG00000168496,ENSG00000149503,ENSG00000146670,ENSG00000175592,ENSG00000131620,ENSG00000054967,ENSG00000170962,ENSG00000188486,ENSG00000110002,ENSG00000151503,ENSG00000111206,ENSG00000087494,ENSG00000161800,ENSG00000184271,ENSG00000123374,ENSG00000139618,ENSG00000198805,ENSG00000151322,ENSG00000100479,ENSG00000198554,ENSG00000054654,ENSG00000126215,ENSG00000170779,ENSG00000137812,ENSG00000051180,ENSG00000104147,ENSG00000137804,ENSG00000166035,ENSG00000166803,ENSG00000128973,ENSG00000137807,ENSG00000140534,ENSG00000140525,ENSG00000198901,ENSG00000127564,ENSG00000167191,ENSG00000005189,ENSG00000166851,ENSG00000079616,ENSG00000091651,ENSG00000103005,ENSG00000166451,ENSG00000167513,ENSG00000187741,ENSG00000129195,ENSG00000178999,ENSG00000065320,ENSG00000076382,ENSG00000131747,ENSG00000131470,ENSG00000012048,ENSG00000161692,ENSG00000186185,ENSG00000154920,ENSG00000136492,ENSG00000182481,ENSG00000154262,ENSG00000108984,ENSG00000141337,ENSG00000089685,ENSG00000080986,ENSG00000134769,ENSG00000176619,ENSG00000276043,ENSG00000129355,ENSG00000161888,ENSG00000213999,ENSG00000105193,ENSG00000108106,ENSG00000178295,ENSG00000115163,ENSG00000168874,ENSG00000121152,ENSG00000169679,ENSG00000115919,ENSG00000153234,ENSG00000239474,ENSG00000144354,ENSG00000168542,ENSG00000163535,ENSG00000115461,ENSG00000171951,ENSG00000123485,ENSG00000125885,ENSG00000154930,ENSG00000125968,ENSG00000088325,ENSG00000175063,ENSG00000087586,ENSG00000093009,ENSG00000099953,ENSG00000100297,ENSG00000100162,ENSG00000075218,ENSG00000144554,ENSG00000129810,ENSG00000151090,ENSG00000163815,ENSG00000164045,ENSG00000183763,ENSG00000144730,ENSG00000044524,ENSG00000051341,ENSG00000047457,ENSG00000113810,ENSG00000114346,ENSG00000163918,ENSG00000114315,ENSG00000109805,ENSG00000248144,ENSG00000196616,ENSG00000164109,ENSG00000145386,ENSG00000142731,ENSG00000164104,ENSG00000109674,ENSG00000250722,ENSG00000123219,ENSG00000134057,ENSG00000153044,ENSG00000113368,ENSG00000158402,ENSG00000112984,ENSG00000112312,ENSG00000124610,ENSG00000286522,ENSG00000277224,ENSG00000277775,ENSG00000273983,ENSG00000278588,ENSG00000233822,ENSG00000184357,ENSG00000275126,ENSG00000274641,ENSG00000204228,ENSG00000010030,ENSG00000123500,ENSG00000203760,ENSG00000112029,ENSG00000011426,ENSG00000127951,ENSG00000019991,ENSG00000006634,ENSG00000004799,ENSG00000106366,ENSG00000128567,ENSG00000106462,ENSG00000196584,ENSG00000146918,ENSG00000129422,ENSG00000168453,ENSG00000179388,ENSG00000184661,ENSG00000120915,ENSG00000171320,ENSG00000147465,ENSG00000176907,ENSG00000147536,ENSG00000104738,ENSG00000185697,ENSG00000187955,ENSG00000156804,ENSG00000160957,ENSG00000165272,ENSG00000198963,ENSG00000106809,ENSG00000127083,ENSG00000165244,ENSG00000136943,ENSG00000186193,ENSG00000188229,ENSG00000181544,ENSG00000165197,ENSG00000090889,ENSG00000102384,ENSG00000155962"
"GO:CC","membrane-enclosed lumen","GO:0031974","false","0.000010163272500076437","4.9929664298584","6657","504","209","22097","ENSG00000007968,ENSG00000117318,ENSG00000092853,ENSG00000134690,ENSG00000049089,ENSG00000117399,ENSG00000085999,ENSG00000123473,ENSG00000085840,ENSG00000097046,ENSG00000134222,ENSG00000183508,ENSG00000116882,ENSG00000183598,ENSG00000203811,ENSG00000203852,ENSG00000143452,ENSG00000160818,ENSG00000143228,ENSG00000077152,ENSG00000117650,ENSG00000117724,ENSG00000174371,ENSG00000162722,ENSG00000065328,ENSG00000122952,ENSG00000170312,ENSG00000138347,ENSG00000138182,ENSG00000065618,ENSG00000148773,ENSG00000166833,ENSG00000166793,ENSG00000168496,ENSG00000149503,ENSG00000146670,ENSG00000175592,ENSG00000131620,ENSG00000054967,ENSG00000170962,ENSG00000188486,ENSG00000110002,ENSG00000151503,ENSG00000111206,ENSG00000087494,ENSG00000161800,ENSG00000184271,ENSG00000123374,ENSG00000139618,ENSG00000198805,ENSG00000151322,ENSG00000100479,ENSG00000198554,ENSG00000054654,ENSG00000126215,ENSG00000170779,ENSG00000137812,ENSG00000051180,ENSG00000104147,ENSG00000137804,ENSG00000166035,ENSG00000166803,ENSG00000128973,ENSG00000137807,ENSG00000140534,ENSG00000140525,ENSG00000198901,ENSG00000127564,ENSG00000167191,ENSG00000005189,ENSG00000166851,ENSG00000079616,ENSG00000091651,ENSG00000103005,ENSG00000166451,ENSG00000167513,ENSG00000187741,ENSG00000129195,ENSG00000178999,ENSG00000065320,ENSG00000076382,ENSG00000131747,ENSG00000131470,ENSG00000012048,ENSG00000161692,ENSG00000186185,ENSG00000154920,ENSG00000136492,ENSG00000182481,ENSG00000154262,ENSG00000108984,ENSG00000141337,ENSG00000089685,ENSG00000080986,ENSG00000134769,ENSG00000176619,ENSG00000276043,ENSG00000129355,ENSG00000161888,ENSG00000213999,ENSG00000105193,ENSG00000108106,ENSG00000178295,ENSG00000115163,ENSG00000168874,ENSG00000121152,ENSG00000169679,ENSG00000115919,ENSG00000153234,ENSG00000239474,ENSG00000144354,ENSG00000168542,ENSG00000163535,ENSG00000115461,ENSG00000171951,ENSG00000123485,ENSG00000125885,ENSG00000154930,ENSG00000125968,ENSG00000088325,ENSG00000175063,ENSG00000087586,ENSG00000093009,ENSG00000099953,ENSG00000100297,ENSG00000100162,ENSG00000075218,ENSG00000144554,ENSG00000129810,ENSG00000151090,ENSG00000163815,ENSG00000164045,ENSG00000183763,ENSG00000144730,ENSG00000044524,ENSG00000051341,ENSG00000047457,ENSG00000113810,ENSG00000114346,ENSG00000163918,ENSG00000114315,ENSG00000109805,ENSG00000248144,ENSG00000196616,ENSG00000164109,ENSG00000145386,ENSG00000142731,ENSG00000164104,ENSG00000109674,ENSG00000250722,ENSG00000123219,ENSG00000134057,ENSG00000153044,ENSG00000113368,ENSG00000158402,ENSG00000112984,ENSG00000112312,ENSG00000124610,ENSG00000286522,ENSG00000277224,ENSG00000277775,ENSG00000273983,ENSG00000278588,ENSG00000233822,ENSG00000184357,ENSG00000275126,ENSG00000274641,ENSG00000204228,ENSG00000010030,ENSG00000123500,ENSG00000203760,ENSG00000112029,ENSG00000011426,ENSG00000127951,ENSG00000019991,ENSG00000006634,ENSG00000004799,ENSG00000106366,ENSG00000128567,ENSG00000106462,ENSG00000196584,ENSG00000146918,ENSG00000129422,ENSG00000168453,ENSG00000179388,ENSG00000184661,ENSG00000120915,ENSG00000171320,ENSG00000147465,ENSG00000176907,ENSG00000147536,ENSG00000104738,ENSG00000185697,ENSG00000187955,ENSG00000156804,ENSG00000160957,ENSG00000165272,ENSG00000198963,ENSG00000106809,ENSG00000127083,ENSG00000165244,ENSG00000136943,ENSG00000186193,ENSG00000188229,ENSG00000181544,ENSG00000165197,ENSG00000090889,ENSG00000102384,ENSG00000155962"
"GO:CC","intercellular bridge","GO:0045171","true","0.000010838142746807013","4.96504513328835","95","504","14","22097","ENSG00000134690,ENSG00000097046,ENSG00000138182,ENSG00000138180,ENSG00000137807,ENSG00000198901,ENSG00000103005,ENSG00000154839,ENSG00000088325,ENSG00000101447,ENSG00000138778,ENSG00000112984,ENSG00000164794,ENSG00000188229"
"GO:CC","chromosome passenger complex","GO:0032133","false","0.000011880025874553657","4.92518261346563","6","504","5","22097","ENSG00000134690,ENSG00000149503,ENSG00000178999,ENSG00000089685,ENSG00000087586"
"GO:CC","protein-DNA complex","GO:0032993","false","0.000014220432418073158","4.84708719728222","1436","504","66","22097","ENSG00000007968,ENSG00000183598,ENSG00000203811,ENSG00000203852,ENSG00000184270,ENSG00000117724,ENSG00000189057,ENSG00000149503,ENSG00000146670,ENSG00000175592,ENSG00000188486,ENSG00000151503,ENSG00000111206,ENSG00000151322,ENSG00000051180,ENSG00000104147,ENSG00000140525,ENSG00000005513,ENSG00000166851,ENSG00000079616,ENSG00000187741,ENSG00000154920,ENSG00000276043,ENSG00000127528,ENSG00000213999,ENSG00000011332,ENSG00000115163,ENSG00000168874,ENSG00000153234,ENSG00000159147,ENSG00000093009,ENSG00000100297,ENSG00000144554,ENSG00000151090,ENSG00000114315,ENSG00000164104,ENSG00000164330,ENSG00000213347,ENSG00000164379,ENSG00000124610,ENSG00000286522,ENSG00000278463,ENSG00000277224,ENSG00000277775,ENSG00000273983,ENSG00000278588,ENSG00000196787,ENSG00000274997,ENSG00000276368,ENSG00000276903,ENSG00000275221,ENSG00000233822,ENSG00000184357,ENSG00000275126,ENSG00000278677,ENSG00000274641,ENSG00000010030,ENSG00000106462,ENSG00000168453,ENSG00000179388,ENSG00000171320,ENSG00000147536,ENSG00000104738,ENSG00000172167,ENSG00000198963,ENSG00000181544"
"GO:CC","extracellular matrix","GO:0031012","true","0.000022803626920216432","4.641996072904563","555","504","35","22097","ENSG00000049089,ENSG00000143196,ENSG00000116194,ENSG00000266524,ENSG00000065618,ENSG00000166833,ENSG00000137675,ENSG00000262406,ENSG00000064309,ENSG00000111341,ENSG00000133110,ENSG00000132386,ENSG00000065320,ENSG00000166482,ENSG00000167772,ENSG00000090339,ENSG00000168542,ENSG00000125848,ENSG00000064205,ENSG00000099953,ENSG00000163815,ENSG00000159674,ENSG00000123500,ENSG00000255690,ENSG00000127951,ENSG00000106366,ENSG00000173114,ENSG00000106278,ENSG00000187955,ENSG00000104415,ENSG00000106809,ENSG00000106823,ENSG00000127083,ENSG00000185585,ENSG00000198759"
"GO:CC","external encapsulating structure","GO:0030312","false","0.00002382711335898999","4.622928568992127","556","504","35","22097","ENSG00000049089,ENSG00000143196,ENSG00000116194,ENSG00000266524,ENSG00000065618,ENSG00000166833,ENSG00000137675,ENSG00000262406,ENSG00000064309,ENSG00000111341,ENSG00000133110,ENSG00000132386,ENSG00000065320,ENSG00000166482,ENSG00000167772,ENSG00000090339,ENSG00000168542,ENSG00000125848,ENSG00000064205,ENSG00000099953,ENSG00000163815,ENSG00000159674,ENSG00000123500,ENSG00000255690,ENSG00000127951,ENSG00000106366,ENSG00000173114,ENSG00000106278,ENSG00000187955,ENSG00000104415,ENSG00000106809,ENSG00000106823,ENSG00000127083,ENSG00000185585,ENSG00000198759"
"GO:CC","kinesin complex","GO:0005871","false","0.00003493004542393618","4.456800849594188","48","504","10","22097","ENSG00000142945,ENSG00000118193,ENSG00000138182,ENSG00000138160,ENSG00000121621,ENSG00000137807,ENSG00000079616,ENSG00000186185,ENSG00000112984,ENSG00000237649"
"GO:CC","condensin complex","GO:0000796","false","0.00010674850688077741","3.9716381908507064","8","504","5","22097","ENSG00000151503,ENSG00000121152,ENSG00000113810,ENSG00000109805,ENSG00000146918"
"GO:CC","mitotic spindle midzone","GO:1990023","false","0.0001171219415547767","3.9313617368360863","14","504","6","22097","ENSG00000138182,ENSG00000121621,ENSG00000198901,ENSG00000178999,ENSG00000186185,ENSG00000138778"
